id,name,blurb,goal,log_goal,currency,country,main_category,subcategory,city,location_state,created_at,launched_at,deadline,target
1507,A Few Kites - Music for Trumpet and Electronics,A project by NYC based trumpeter Andy Kozar to record new music for trumpet and electronics written for him over the past 10 years.,5000.0,8.517393171418904,USD,US,Music,Electronic Music,New York,NY,1517587716,1518908846,1521497246,1
347,AI Agents 2.0: Master MCP and Vibe Coding,Build next-gen AI Agents with Model Context Protocol and Vibe coding—integrate seamlessly into n8n workflows,1080.0,6.985641817639208,AUD,AU,Technology,Web,Melbourne,VIC,1744177930,1746632741,1749038880,1
999,Hell or High Water Tiki,"A Haunted Tiki Bar, Coming to Denver, CO",1000.0,6.90875477931522,USD,US,Food,Restaurants,Denver,CO,1649872585,1650386811,1655570811,1
1381,Tripsaroo - A Travel Website.,"Changing the way travel is planned, researched and done.",5500.0,8.612685172875459,USD,US,Technology,Web,St. Louis,MO,1548772774,1548791888,1552014420,0
1411,ShakaBall | The surfer's beach game that everybody loves,Easy to carry and set up. Super fun to play on the beach or the grass. A great holiday gift for any age. Discounted for product launch!,1500.0,7.313886831633462,USD,US,Games,Live Games,Brooklyn,NY,1537829159,1543503369,1545336000,1
889,Beauty Hunting: A Photobook by Antonina Mamzenko,"A book about using photography as meditation, nature's healing powers and finding beauty in the unlikely places.",5900.0,8.682877107057168,GBP,GB,Photography,Photobooks,London,England,1659036982,1686654172,1689278400,0
1476,Sober Thoughts (Official Video),"Crowdfunding for Younghighrise to make a music video to his new single ""Sober Thoughts"". Official audio: Youtube.com/Younghighrise",1500.0,7.313886831633462,USD,US,Music,Hip-Hop,Downtown Schenectady,NY,1527706592,1527845041,1530437041,0
140,Luxury Scents for Everyone – 3 neue Düfte von DUFTGLAS,"Gemeinsam finanzieren wir 3 neue DUFTGLAS‑Düfte – EU‑konform, hochwertig verpackt, urban inszeniert.",3500.0,8.160803920954665,EUR,DE,Fashion,Accessories,Kirchheim,Bavaria,1759481533,1759657068,1762369200,0
1874,"Esbern Snare ""A Violent Peace""","We have spent the better part of the last year working on our first album ""A Violent Peace"". Help us down the final stretch.",2200.0,7.696667081526462,USD,US,Music,Indie Rock,Norfolk,VA,1384397056,1386800910,1388960910,1
1963,Dragon Lotus Burning Art,"The Dragon Lotus is an effigy piece, created by Coloradans, intended to burn with the CORE group at Burning Man 2012.",1000.0,6.90875477931522,USD,US,Art,Sculpture,Denver,CO,1328124998,1328133378,1330725378,1
1930,Performance Ark Presents 40 Days of Teeth,music // theatre // dance following Franz Kafka's Ein Hungerkünstler through live music & structured dance improvisation,650.0,6.478509642208569,USD,US,Art,Performance Art,Ann Arbor,MI,1353027807,1353552250,1354507560,1
142,All That Slithers: 13 Stories to Squeeze Your Brain,"Thirteen deliciously bubble-gum-tinted horror stories to enjoy in one sitting, or pick at over a dining experience of your choice.",500.0,6.2166061010848646,AUD,AU,Publishing,Fiction,Perth,WA,1754438599,1759616703,1762212303,1
290,CORE. - A truly non plastic solution for beauty products,A fully sustainable bottle and pump with a complete aluminium and stainless-steel solution.,15000.0,9.61587214452889,GBP,GB,Design,Product Design,Sheffield,England,1745492607,1747824419,1752922019,0
136,TUNED INTO CHAOS - The card game - inspired by original book,"A fast PARTY GAME where players dodge cursed TVs turning you in zombies — based on the ""Tuned Into Chaos"" book inspired by Goosebumps💀",1.0,0.6931471805599453,EUR,IT,Games,Tabletop Games,Ancona,Marche,1760797780,1761584349,1762624749,1
427,"Redefining NAS: Style, Power, and Usability with LincPlus",6-Bay Flash NAS | Unraid License | Reddot Award | 10GbE | Up to 112TB | Replaceable DDR5 | Compact & Quiet,100000.0,11.51293546492023,HKD,HK,Technology,Hardware,Wan Tsai,Hong Kong Island,1729233242,1741179601,1744516800,1
1808,Go F#@D yourself,I want to distribute bumper stickers that say what most people think but nobody says,200.0,5.303304908059076,USD,US,Crafts,Printing,Fredericksburg,VA,1412642232,1412719899,1415315499,0
1053,Yellow Is the Warmest Color,"A hot, wet, queer erotic comics anthology.",23000.0,10.043292972227004,USD,US,Comics,Anthologies,Los Angeles,CA,1628207492,1637953222,1640545222,0
1722,Help get me to fashion week!,"I'm a designer, who loves to make corsets, gowns, wedding gowns and neck pieces. Everything is custom, and very special to me.",1000.0,6.90875477931522,USD,US,Fashion,Couture,Seattle,WA,1449721783,1449790932,1452382932,1
735,Personalized Photo Craft,"This personalized photo craft is more than just a decoration! It can be a mirror, a photo display, or a night light – all in one!",20000.0,9.90353755128617,HKD,HK,Crafts,DIY,New York,NY,1713675760,1713698670,1716290670,0
1992,Surprise Issues,Surprise Issues is a comedic art television show about a bad babysitter.,500.0,6.2166061010848646,USD,US,Art,Performance Art,Oakland,CA,1291250410,1291266821,1293858821,1
1653,"Drew Jacobs Official ""Kiss Me"" Music Video","Be a part of the new ""Kiss Me"" Official Music Video!",2500.0,7.824445930877619,USD,US,Music,Country & Folk,Detroit,MI,1473271187,1473359631,1475174031,1
1024,Kodama a day photo books,"I would like to create a series of photo books from the microworld of the garden, forest and coast",200.0,5.303304908059076,GBP,GB,Photography,Photobooks,Belfast,Northern Ireland,1642679865,1642687899,1647868299,1
1836,Restless Pillow,Premiering a new dance work inspired by insomnia at Fuse Modern Dance Company's SYNTHESIS performance August 15th.,995.0,6.903747257584598,USD,US,Dance,Performances,Los Angeles,CA,1406590579,1406617236,1408150800,1
1756,The Sunday Comics Are Back With Over 250 Creators & Pages!,The Sunday Comics is a new twist on the old traditional paper. We are bringing to you original content ranging from Comics to Classics!,75000.0,11.225256725762891,USD,US,Comics,Anthologies,Los Angeles,CA,1429424318,1434910656,1438831620,0
441,Wancher x Kyoto Celluloid : Dream Pen Celluloid,Where Masterful Fountain Pen Craftsmanship Meets Timeless Japanese Celluloid Artistry,1500000.0,14.220976332738882,JPY,JP,Design,Product Design,Bungotakada-shi,Oita Prefecture,1709282316,1741089411,1743677811,1
1328,iLearnify - Where Students Learn What Schools Don't Teach,iLearnify is an online school where students aged 8 and up can learn about entrepreneurship and financial literacy.,10000.0,9.210440366976515,USD,US,Technology,Web,Canyon Lake,CA,1557625917,1559514111,1561964340,0
1463,Giiro : Personal Posture Coach on your Standing desk,"Simply stand on Giiro Mat, and Giiro Posturebot will monitor your posture throughout the day.",20000.0,9.90353755128617,USD,US,Technology,Robots,San Francisco,CA,1516584818,1529975715,1533431715,1
431,Axo Wormsnake,Help a flexible axolotl solve puzzles and survive in a world full of obstacles. A challenging and addictive game!,20000.0,9.90353755128617,MXN,MX,Games,Video Games,Morelos,Zacatecas,1741364830,1741648862,1744240862,0
957,Nakagin Capsule Tower * Tomite Ami ( Photobook ),"Nakagin Capsule Tower Building , Ginza Tokyo Japan. Kisho Kurokawa , a famous Metabolism architecture
and Japanese Actress Ami TOMITE .",2500000.0,14.731801689838347,JPY,JP,Photography,Photobooks,Tokyo,Tokyo Prefecture,1653748327,1661499465,1666683465,0
852,Empowering Artisan Fashion!,Bombyx House: A Journey through Handmade Jewelry from Around the World.,1250.0,7.1316985104669115,USD,US,Fashion,Jewelry,Westport,CT,1699977385,1700858548,1701463348,0
1817,Kritical Klothing,Looking to set up a booth at LARAC next year so i need to have a lot of inventory by then,500.0,6.2166061010848646,USD,US,Fashion,Ready-to-wear,Hudson Falls,NY,1405985904,1411077304,1413669304,0
307,Coalition: Councils of the Republic,The medieval negotiation party game with NO LYING REQUIRED! Make and break alliances to secure your faction's victory!,10000.0,9.210440366976515,USD,US,Games,Tabletop Games,Lafayette,LA,1689205487,1749567610,1751986810,1
62,🇭🇹 x 🇯🇵 The Rise of a Revolution — Haitian History anime,1804 unity creates strength,40000.0,10.59665973278358,USD,US,Film & Video,Animation,South Florida,FL,1761840946,1762281103,1767465103,0
1295,My Pad,A brand new way to teach your children.,1000.0,6.90875477931522,EUR,AT,Games,Puzzles,Salzburg,Salzburg,1559124028,1564413499,1568301499,0
1375,"Ellis Dee Project 'Do You Want Me/Rock To The Max' Ltd 12""",Limited Edition Handstamped & Numbered 180 Gram Vinyl Repress of Ellis Dee Project + various bonus goodies. Only 300 copies,1000.0,6.90875477931522,GBP,GB,Music,Electronic Music,Bournemouth,England,1551222262,1551654833,1552687200,1
1095,Montage: Designed for the beautiful moments of life,Beautifully crafted eco-friendly everyday bag to store your treasures through your journey,7000.0,8.853808274977197,USD,US,Fashion,Couture,Los Angeles,CA,1616757622,1619134231,1622247660,1
8,Sweeney Todd #1,May this story disturb and excite you appropriately.,500.0,6.2166061010848646,USD,US,Comics,Comic Books,Chicago,IL,1760497752,1770716100,1772530500,1
1481,Madam Opus: Funny Songs by Funny Women,A compilation album of comedy-songs by female artists.,1370.0,7.223295679562314,USD,US,Music,Comedy,Stockholm,NJ,1523839179,1525968641,1528560641,1
1322,Plataforma de economia circular / Circular economy platform,ComercioDirecto.Com - Plataforma & Marketplace de Anuncios y Publicidad / Ad and advertising platform [Status: working/funcionando!!],85000.0,11.350418300109132,EUR,ES,Technology,Web,España,Madrid,1557686587,1557705273,1562889273,0
1635,A Night in the Cabin - Feature Horror Film,"Feature horror film that has already been shot in Sweden, ""A Night in the Cabin"", is an independent Swedish/American production",3000.0,8.006700845440367,USD,US,Film & Video,Horror,Kilafors,Gavleborg,1477159332,1479067015,1481659015,1
1303,Stem:Bit - The programmable blocks kit for micro:bit,micro:bit Powered | STEM Based | Easy to Assemble | Programmable Blocks kit | For 8+ age groups | Play & Learn,10000.0,9.210440366976515,GBP,GB,Technology,Robots,London,England,1558957007,1564074118,1566666118,1
312,Warrior with a Pen Games: Big Bundles,A great way to get WwaP games at a discount!,100.0,4.61512051684126,USD,US,Games,Tabletop Games,Lubbock,TX,1747668642,1748964602,1751556602,1
965,Chase N Rico,Corporate professional Chase Waters quits his job to become a masseur known as Rico.,7500.0,8.922791623969637,USD,US,Film & Video,Television,Atlanta,GA,1661571052,1662854799,1665446799,0
538,✦︎ TWST Wallets Collection ✦︎,A fanmade collection of walllets inspired by the 7 dorms of TWST,6100.0,8.716207971151853,EUR,ES,Fashion,Accessories,España,Madrid,1729112499,1734361207,1736089207,1
604,Draconis 8 TCG,The variety of a TCG meets the balance and strategy of a board game! Every pack is a complete deck! Scan your pack to play it online!,20000.0,9.90353755128617,USD,US,Games,Tabletop Games,Sudbury,MA,1718126277,1728396970,1730340000,1
1712,Iowa Weather,"Iowa Weather is a stripped down, 12 track record featuring songs written as a bachelor and a family man.  Rootsy, Iowa grown Americana.",1200.0,7.0909098220799835,USD,US,Music,Country & Folk,Des Moines,IA,1451943339,1453876512,1455690912,1
51,Handmade edc tool: Heirloom Awl. Everyday carry gear.,Hand-Forged Precision for the Modern Artisan,2000.0,7.601402334583733,PLN,PL,Design,Product Design,Opole,Opole,1735296609,1765897335,1768489335,1
1553,Westmorland Weaver,Creating a collection of contemporary woven accessories using traditional weaving methods.,2400.0,7.783640596221253,GBP,GB,Crafts,Weaving,Cumbria,England,1500204296,1504610283,1509794283,1
1234,Next Generation Greeting Cards!,"The business has developed a unique technology, for  use in interactive greetings cards, to rival competitors.",200000.0,12.206077645517674,GBP,GB,Technology,Fabrication Tools,London,England,1581583441,1582097001,1584685401,0
563,⛰️ZKnife –Your Perfect Titanium Survival knife for Adventure,| Titanium TC4 | Infinite Match | Built-in Whistle | M390 Blade with BlackStone Wash Finish | Ergonomics Handle | Modern Design |,50000.0,10.819798284210286,HKD,HK,Design,Product Design,Hong Kong,Hong Kong Island,1730342221,1730655899,1733334299,1
1454,"Save the ""Hey Dude"" Bar None Ranch!!","Save the old ""Hey Dude""  Bar None Ranch set from total destruction in the Arizona Desert today!",50000.0,10.819798284210286,USD,US,Film & Video,Television,Tucson,AZ,1451168945,1531984807,1534576807,0
756,PUEDE CAMBIAR DE APARIENCIA,"Un cortometraje sobre la identidad, la ausencia y el afecto.",20000.0,9.90353755128617,MXN,MX,Film & Video,Shorts,Guadalajara,Jalisco,1710217077,1712726833,1714863600,1
1689,Send Clara to Nashville to make some country music,With a bunch of lyrics in my heart and a passport in my hand I will be embarking on a journey to Nashville to make some country tunes,8990.0,9.103979355984771,AUD,AU,Music,Country & Folk,Point Lookout,QLD,1460324120,1460408061,1462743300,1
418,Redacted Escape Rooms,"Welcome to the REDACTED Agency, where every mission is classified Top-Secret!",3000.0,8.006700845440367,USD,US,Games,Live Games,Milwaukee,WI,1741284182,1743080432,1745297940,1
946,Fresno Fauna v.1: Mammals,A self-published illustrated guide to Fresno's urban wildlife,750.0,6.621405651764134,USD,US,Publishing,Art Books,Fresno,CA,1627909364,1665687583,1668283183,1
856,Deebs Draws x Cloverway Press: 10th Anniversary Celebration,Celebrate 10 years of Deebs Draws with newly-produced archival editions of artwork and limited edition merch!,3000.0,8.006700845440367,CAD,CA,Publishing,Art Books,Edmonton,AB,1692044877,1697055305,1700082905,1
1886,"H O L L A N D S :  Debut Full-Length (LP) ""Restless Youth""","Hollands are self-releasing their Debut Full-Length LP ""Restless Youth"" on Vinyl, CD, and digital download formats. We need your love!",6500.0,8.77971129020447,USD,US,Music,Indie Rock,Brooklyn,NY,1359662794,1380606952,1383634552,1
1208,"Flettu.com | Your Newer, Better & Safer Way To Buy & Sell",Flettu.com was created for people to use worldwide. It is a safe place for people that want to buy and sell their own items & services.,100000.0,11.51293546492023,CAD,CA,Technology,Web,Winnipeg,MB,1585497630,1585581791,1590765791,0
486,Bad Dharma - A Student Short Film,"A darkly comedic take on the confluence of morality, ego, capitalism and perception within the mundane setting of a university campus.",900.0,6.803505257608338,GBP,GB,Film & Video,Shorts,Egham,England,1737479820,1738069359,1740661359,1
1335,Jacob B. Little & the Little Family Band | Debut Album,Laid to Rest – Debut album from Jacob B. Little & the Little Family Band,15000.0,9.61587214452889,USD,US,Music,Indie Rock,Chicago,IL,1525186018,1557864058,1560456058,1
1450,Man Hunt: Mobile AR Adventure Game,"An augmented reality app where teams play Man Hunt together and/or with AI. There are safety features, a global stat board & more.",225000.0,12.323860125621126,CAD,CA,Games,Mobile Games,Vancouver,BC,1531081186,1531943937,1535691540,0
1410,Radio Brea - Un Crowdfunding Inaspettato,"Dopo 7 anni di trasmissioni live, l'Associazione Culturale Sentieri Tolkieniani ha bisogno di voi per mantenere viva Radio Brea!",1500.0,7.313886831633462,EUR,IT,Publishing,Radio & Podcasts,Pinerolo,Piedmont,1537893164,1540570139,1545757739,1
1141,Resolve Zero: Domains for Zero,"A free and open domain registry, providing free third-level domain names for the benefit of the public.",13469.0,9.50822026940441,USD,US,Technology,Web,Dayton,OH,1601746578,1602119109,1605211320,0
1167,KTW - the deuce,Bringing you a second album of sweet originals and inspired covers.,3000.0,8.006700845440367,USD,US,Music,Indie Rock,Golden,CO,1594919937,1595958865,1598550865,1
1762,Compassion Cosmetics,100% organic aromatherapy candles made in various sizes.,200.0,5.303304908059076,GBP,GB,Crafts,Candles,Derbyshire,England,1434291496,1434295132,1436887132,0
1535,"Rotwang's New LP ""Dark Age""","Rotwang has produced an album of new material for the eager consumption of the masses, delivered to you in the classic medium of vinyl.",1600.0,7.378383712996715,USD,US,Music,Electronic Music,Newark,NJ,1475957544,1510587700,1513179700,1
550,Family bonds,Photography project in progress,1550.0,7.346655163176539,EUR,PL,Photography,Fine Art,Warsaw,Masovian,1729689889,1731841216,1734433216,1
1962,"""DRAMATIC"" a full length dance showing presented by Nonsense","Nonsense Dance is working hard, putting our passion and love for dance into creating this show. Please help us reach our goal.",2000.0,7.601402334583733,USD,US,Art,Performance Art,Portland,OR,1328773740,1328850531,1331269140,1
1300,Everything Else is Noise,The new Quiet Hounds album!,8500.0,9.04793908261736,USD,US,Music,Indie Rock,Atlanta,GA,1562266556,1564536277,1567310340,1
534,Laser Focus Sprayer｜Precision Painting With Every Spray,Laser Focus｜Spray evenly｜Quick Easy Swap | Unlimited Imagination | Fully Cordless｜Long Running Time,10000.0,9.210440366976515,HKD,HK,Technology,Gadgets,Hong Kong,Hong Kong Island,1731401165,1734006608,1736685008,1
900,Mutopia Evolution,They thought you were just a plant...they didn't know you were on a journey...,25000.0,10.12667110305036,USD,US,Art,Installations,San Francisco,CA,1679838723,1682478523,1685948340,1
2002,Quixote & Evangenitals to Edinburgh Fringe Festival!,"The Dawn of Quixote: Chapter the First has been invited to the Edinburgh Fringe Festival in Scotland!  Two solid weeks of shows, running from...",9999.0,9.210340371976184,USD,US,Film & Video,Animation,Los Angeles,CA,1242694060,1243418905,1247618820,1
1765,Epilepsy Quest 2,"Epilepsy Quest2 is the 2nd Opus of Epilepsy Quest (Hypno Quest on iOS). Through a dynamic arcade game, explore the traumas of the mind!",2000.0,7.601402334583733,EUR,FR,Games,Mobile Games,Paris,Ile-de-France,1431785095,1432714824,1435306824,1
1252,Bug Hunter: New Music,"New songs by Lyrical Indie Band, Bug Hunter",10000.0,9.210440366976515,USD,US,Music,Indie Rock,Seattle,WA,1568262565,1577887212,1580536800,1
385,Celestial Forest - A Set of Enamel Pins and Stickers,"Collection of pins and stickers featuring cosmic animals, including a limited edition dragon enamel pin",2000.0,7.601402334583733,USD,US,Art,Illustration,Griffin,GA,1745353685,1745415128,1747229528,1
1705,CubeSat for Disclosure-Low Earth Orbit Satellite,"The First satellite for UFO research. We intend to search low-Earth Orbit for any sign of a real UFO, or any space anomaly.",10000.0,9.210440366976515,USD,US,Technology,Space Exploration,Vancouver,BC,1452211885,1452558825,1457742825,1
1575,Just stay awake to win.,Fund filming of a reality game show where the winner is the last one to remain awake through more than just sleep deprivation.,13500.0,9.510519035757246,USD,US,Film & Video,Television,Citrus Heights,CA,1501366822,1501554308,1505183108,0
1370,Ken O'Duffy: The Last Night at the Gentleman's Club Album,"New Solo Album from Ex Saville front man Ken O'Duffy, scheduled for release in August 2019 needs funding for Vinyl and CD manufacturing",2000.0,7.601402334583733,EUR,IE,Music,Pop,Dublin,Dublin,1547670575,1548783685,1553964085,1
1218,Frame.IoT: An Arduino-compatible dev kit for Wi-Fi projects,Connect all the things in your world faster with Wi-Fi + BLE + audio + storage + battery,9349.0,9.143131622282732,USD,US,Technology,DIY Electronics,Tampa,FL,1577732816,1585022413,1587614413,0
20,Lethal Desire #1-5 : Incredible 5th issue of the NSFW series,"When the offspring of a race of super-powered aliens gives women a deadly power, they plan to use it to punish anyone who crosses them!",500.0,6.2166061010848646,GBP,GB,Comics,Comic Books,Doncaster,England,1770202052,1770408004,1771372740,1
1768,HUB Theatre Group presents John Logan's RED,HUB Theatre Group collaborates with local artists to present John Logan's RED to the community.,2500.0,7.824445930877619,USD,US,Theater,Plays,Lubbock,TX,1430093811,1431396791,1433988791,0
292,Sheikh Baby,Infant Inherits Empire,500.0,6.2166061010848646,USD,US,Comics,Comic Books,Dubai,Dubai,1746816743,1749582889,1752912000,1
350,The Unreality Volume 1 - Deluxe Hardcover & Trade Paperback!,"When Ethan dies in the real world, he survives in a dream and has to fight his way through The Unreality to save the love of his life!",500.0,6.2166061010848646,GBP,GB,Comics,Comic Books,Doncaster,England,1747666764,1748030406,1748991540,1
1995,VPeru Art Installation & Intervention - La Casona,"VPerú is a celebration of women & girls in Perú - La Casona is a temporary art installation featuring installation, graffitti & street art",650.0,6.478509642208569,USD,US,Art,Performance Art,Lima,Lima Metropolitan Area,1287080176,1287096967,1290297367,1
67,Self-Squaring DIY CoreXY 3D Printer Frame Components,"Triaxial Self-Squaring DIY CoreXY 3D Printer Frame Components: High Speed, Accurate and Reliable for Creating Impeccable Printed Parts!",25000.0,10.12667110305036,USD,US,Technology,3D Printing,New York,NY,1639875086,1762003929,1767191529,0
1207,Rock City Pizza Company - a non-profit pizzeria,"A very special restaurant born out of the COVID-19 outbreak, created within a closed restaurant, serving our local communities.",75000.0,11.225256725762891,USD,US,Food,Restaurants,Jersey City,NJ,1585225056,1588259416,1590851416,1
28,Expanding Our Digital Company in China — Websites & Service,"“Back our professional team relaunch in China — gain websites, 2 months maintenance, 30% off services, and public recognition.”",11000.0,9.305741456739437,CAD,CA,Film & Video,Animation,Wuhan,Hubei,1765706670,1768080755,1770672755,0
1657,Max Godfrey's New Solo Album,My latest album is all about resilience during hard times.  Help bring to life these inspired interpretations of American folk songs.,2850.0,7.955425088912672,USD,US,Music,Country & Folk,Atlanta,GA,1454600776,1470758708,1473350708,1
382,Dice Caster's Quest,"A Metroidvania game inspired by Castlevania, Cave Story, and Arzette",50.0,3.9318256327243257,GBP,GB,Games,Video Games,London,England,1740828216,1744745974,1747337974,1
1118,From Pop-Up to Popoca,Turning our dream of Popoca into a brick-and-mortar,40000.0,10.59665973278358,USD,US,Food,Restaurants,Oakland,CA,1605390949,1610744773,1613462340,1
1159,Vanguard of Justice,Auditing police departments (Public  Safety  Audits)  and elected officials  (Public  Interest  Audits)  across the country.,25000.0,10.12667110305036,USD,US,Journalism,Web,Phoenix,AZ,1594348417,1594354270,1599538270,0
955,ZooSmart: The disruption of conventional puzzles!,Building minds & fun with the new and different way to learn and play: Zoosmart the ultimate collection of cluster puzzles!!,12500.0,9.433563920090563,USD,US,Games,Puzzles,Irvine,CA,1664151830,1664338705,1667017105,0
417,DABEI Travelpods - Travel Containers for Every Adventure,Durable | Dishwasher safe | Pumps and jars | Magnetic | Recyclable | No BPA or plasticizers | Leakproof | Modular | Sticker labels,3000.0,8.006700845440367,EUR,DE,Design,Product Design,München,Bavaria,1721331840,1742911191,1745503191,1
753,Hello Brave Co.: Children's Health Literacy Books,A series of children's books to make complex medical diagnoses and procedures more approachable for kids.,10000.0,9.210440366976515,USD,US,Publishing,Children's Books,Salt Lake City,UT,1710802426,1711941431,1715138231,1
1793,Collared Corgi Embroidery and Patches,Help me expand my business and purchase an embroidery machine! I am going to embroider the collars I make and create custom patches.,700.0,6.55250788703459,USD,US,Crafts,Embroidery,Ogden,UT,1419655479,1420232818,1422835200,0
1682,Maiden Tales EP - The Coach House Company,"We can’t wait to record and produce our second EP, ""Maiden Tales"", and would love your support!",2500.0,7.824445930877619,GBP,GB,Music,Country & Folk,London,England,1461408217,1461584548,1464350400,1
1023,Uarhiecha: Mujeres P'urhépechas,La ropa confeccionada en las comunidades p'urhépecha que diferencía a las mujeres de cada pueblo.,27800.0,10.2328272702548,MXN,MX,Photography,People,Paracho,Michoacan de Ocampo,1645467133,1645469653,1648058053,1
993,Charlotte Mason's Home Education Series audiobooks,"Listen to these educational classics any time, professionally narrated in a lovely English accent.",35000.0,10.463131911491969,AUD,AU,Publishing,Academic,Sydney,NSW,1637035868,1655418249,1656730020,1
197,Deadscreen #1: A Video Game Murder Mystery,What if SCREAM took place at the company from MYTHIC QUEST where they were making a game possessed by the demons from HELLRAISER?,7023.0,8.857088135314953,USD,US,Comics,Comic Books,New York,NY,1739401068,1756802342,1759394342,1
845,X-Fly: The Drone Designed to Soar Like a Bird,"Experience the next evolution in drone technology - realistic flight, innovative design, & endless expandability.",25000.0,10.12667110305036,EUR,FR,Technology,Flight,Paris,Ile-de-France,1693942909,1701270120,1704294120,1
52,Woolly Wonder Tarot – For the Child You’ve Never Outgrown,"A vibrant 78-card tarot deck rooted in Rider–Waite symbolism, for clear readings, storytelling, and gently awakening your spark.",8000.0,8.987321812850125,HKD,HK,Design,Product Design,Wan Chai,Hong Kong Island,1763118273,1765810310,1768402310,1
305,CHIMERA: An Enamel Pin Set,A limited edition set of 19 mythical hybrid creature collector’s art pins,1000.0,6.90875477931522,USD,US,Fashion,Accessories,Philadelphia,PA,1748578455,1749598430,1752019200,1
1330,Songbook: Get Set Go - So You've Ruined Your Life,"Hardbound songbook handwritten by Mike TV of Get Set Go featuring lyrics and charts for GSG's first album, So You've Ruined Your Life.",1500.0,7.313886831633462,USD,US,Music,Indie Rock,Austin,TX,1554388006,1559244904,1561836904,1
511,"BATISCAFO Zero45, Bonze/Titanium Bezel Diving Watch 30Bar","3rd watch from designer's brand BATISCAFO, strong character product with unique design. True limited watch. Huge color options.",10000.0,9.210440366976515,USD,US,Fashion,Accessories,San Diego,CA,1729306887,1736605063,1739024263,1
329,Lampblack #1-5: Fantasy Comic for Studio Ghibli Fans!,Anything the ink girls paint will come to life. A forbidden power becomes a military asset in this adventure fantasy.,8000.0,8.987321812850125,USD,US,Comics,Comic Books,Santa Rosa,CA,1739902592,1747748613,1750356000,1
770,Enthusiast Puzzles - Jigsaw Puzzles for Car People!,"We bring amazing automotive content to jigsaw puzzles. We're launching with 3 themes. Classic, Racing & Off-road Exploration!",12000.0,9.39274525863144,USD,US,Games,Puzzles,Poolesville,MD,1708623149,1710939768,1713531768,0
664,The Magic Money Tree by Kirsty Mackay,An incredible photographic documentary book that captures the reality of poverty and youth in Britain today,15000.0,9.61587214452889,GBP,GB,Photography,Photobooks,London,England,1720011662,1721032538,1723813363,1
814,FORMART S：Industrial Grade Vacuum Former Built for Desktops,Achieve professional-grade molds with this tiny-footprint vacuum former!,5000.0,8.517393171418904,USD,US,Technology,Fabrication Tools,Taipei City,Taipei City,1699854885,1705492929,1709640129,1
1002,Purple Eyes Vol. 1,"What would you do with only 73 min left to live? 33 creators invite you to a world where 73 min before you die, your eyes turn purple.",18000.0,9.798182590890704,USD,US,Comics,Anthologies,Chicago,IL,1641865224,1652198568,1655308968,0
1654,"Fathom One | The Affordable, Modular, HD Underwater Drone","See the world in a new way with a full HD underwater drone that's easy to use, modular, portable, and exceptionally affordable.",150000.0,11.918397239722838,USD,US,Technology,Robots,Grand Rapids,MI,1470331723,1472529666,1475121666,1
1195,The Prairie Bay Community Patio Expansion,Creating the next level of outdoor experiences for our community,15000.0,9.61587214452889,USD,US,Food,Restaurants,Baxter,MN,1590433083,1591834168,1593043768,1
1880,Low Weather // Debut Album,Low Weather's debut album is halfway finished.  With your help and your help alone we can record the rest!,2000.0,7.601402334583733,USD,US,Music,Indie Rock,St. Louis,MO,1381983120,1384236507,1386828507,1
763,After The Funeral: Independent Short Film,"A dark comedy about bad people, horse girls, Taylor Swift, & death.",6000.0,8.699681400989514,AUD,AU,Film & Video,Shorts,Melbourne,VIC,1709610517,1711934446,1714489200,1
1999,Monsters of Comedy Tour & Film,"As the Monsters of Comedy tour the West Coast, we will be filming a documentary of life on the road with these four volatile comics.",3000.0,8.006700845440367,USD,US,Art,Performance Art,Los Angeles,CA,1284402332,1284408252,1286143200,1
1506,Come Alive - An original production by Haven Arts Theatre,"Come Alive is the first production of the new theatre company, Haven Arts Theatre.  \r
\r
Dance, singing, aerial arts and stage combat...",65000.0,11.082157933374816,USD,US,Dance,Performances,Houston,TX,1515963064,1519418378,1522006778,0
1103,Battling for Anvil: an adventure book.,"It's a book, a game, and a helpful and inspiring story packed with suggestions of things to do during Empire live-roleplaying events.",4500.0,8.412054873292933,GBP,GB,Games,Live Games,Norwich,England,1612618162,1616876818,1620149700,1
806,"Shifting, Swirling, HERitage — An All-New Anthology","In these upbeat action-packed tales, women turn history inside out, improving women's cultural standing and role in society forever.",2000.0,7.601402334583733,USD,US,Publishing,Anthologies,Pittsburgh,PA,1704257603,1707415191,1710388800,1
1151,VINYL PRE-ORDER - This Place Is Killing Me EP,"The Venus in Scorpio's third EP, This Place Is Killing Me, on limited edition purple vinyl!",1600.0,7.378383712996715,EUR,DE,Music,Electronic Music,Berlin,Berlin,1597751327,1597753807,1602937807,1
539,"dìèdìè: a community micromill for slow, natural textiles","An educational practice space for community-supported, natural textile production: from seed to cloth.",12000.0,9.39274525863144,USD,US,Art,Textiles,Durham,NC,1731011659,1732627849,1736083849,1
1723,"American Ostrich Farms: The Healthy, Sustainable Red Meat","Our family is bringing Americans the most delicious, healthy, environmentally sustainable red meat in the animal kingdom – Ostrich!",25000.0,10.12667110305036,USD,US,Food,Farms,Boise,ID,1446174068,1447976070,1451894400,1
