issue_d,sub_grade,term,home_ownership,fico_range_low,total_acc,pub_rec,revol_util,annual_inc,int_rate,dti,purpose,mort_acc,loan_amnt,application_type,installment,verification_status,pub_rec_bankruptcies,addr_state,initial_list_status,fico_range_high,revol_bal,id,open_acc,emp_length,loan_status,time_to_earliest_cr_line
2015-07-01,A3, 36 months,RENT,740.0,32.0,0.0,25.8,60000.0,6.89,34.66,credit_card,0.0,22400.0,Individual,690.53,Not Verified,0.0,MA,w,744.0,14967.0,56964860,16.0,0.0,1,357609.6
2016-05-01,D2, 36 months,RENT,735.0,16.0,0.0,33.4,120000.0,17.27,5.43,other,0.0,27250.0,Individual,975.21,Verified,0.0,NY,f,739.0,13404.0,78449354,10.0,11.0,1,902016.0
2014-10-01,B5, 36 months,MORTGAGE,705.0,21.0,0.0,8.9,76000.0,12.49,10.51,debt_consolidation,2.0,5000.0,Individual,167.25,Not Verified,0.0,AL,f,709.0,1525.0,31667284,8.0,9.0,1,431136.0
2016-01-01,B3, 36 months,RENT,680.0,24.0,0.0,33.2,50000.0,9.8,39.03,credit_card,0.0,16000.0,Individual,514.78,Source Verified,0.0,MO,w,684.0,7572.0,69473121,8.0,11.0,1,420768.0
2014-07-01,C2, 36 months,RENT,670.0,13.0,0.0,59.0,54000.0,13.35,21.49,credit_card,0.0,10575.0,Individual,358.1,Not Verified,0.0,OR,f,674.0,11460.0,20157302,10.0,8.0,1,160358.4
2016-04-01,B2, 36 months,MORTGAGE,725.0,9.0,0.0,22.6,41000.0,9.16,12.91,debt_consolidation,2.0,13325.0,Individual,424.73,Source Verified,0.0,CA,f,729.0,768.0,77507368,3.0,0.0,1,1004572.8
2015-05-01,C4, 60 months,MORTGAGE,670.0,17.0,0.0,81.0,80000.0,13.99,26.21,credit_card,1.0,24000.0,Individual,558.32,Verified,0.0,CT,w,674.0,22931.0,46849034,9.0,6.0,0,323222.4
2015-02-01,C3, 36 months,MORTGAGE,660.0,38.0,1.0,48.5,150000.0,13.33,22.03,debt_consolidation,3.0,24000.0,Individual,812.48,Verified,0.0,MD,f,664.0,25627.0,41039935,21.0,8.0,1,402537.6
2016-02-01,B1, 36 months,MORTGAGE,730.0,36.0,0.0,26.2,70000.0,8.39,25.23,debt_consolidation,2.0,21000.0,Individual,661.85,Not Verified,0.0,GA,f,734.0,16623.0,70791844,22.0,4.0,1,555033.6
2015-07-01,C3, 36 months,MORTGAGE,690.0,29.0,0.0,49.5,40000.0,13.33,17.31,debt_consolidation,1.0,2625.0,Individual,88.87,Source Verified,0.0,NJ,f,694.0,17962.0,55583585,13.0,11.0,1,428544.0
2015-05-01,B2, 60 months,MORTGAGE,670.0,45.0,0.0,90.6,102000.0,9.17,27.55,credit_card,4.0,28000.0,Individual,583.55,Source Verified,0.0,FL,w,674.0,35518.0,47190544,18.0,11.0,0,815184.0
2014-03-01,C5, 60 months,OWN,670.0,30.0,0.0,9.0,85000.0,15.61,4.81,home_improvement,4.0,2200.0,Individual,53.05,Source Verified,0.0,FL,f,674.0,180.0,12606754,5.0,11.0,1,494380.8
2014-07-01,B4, 36 months,MORTGAGE,750.0,30.0,1.0,5.4,144000.0,11.67,8.85,other,7.0,24000.0,Individual,793.37,Source Verified,0.0,DC,w,754.0,3297.0,20899562,11.0,1.0,1,623203.2
2015-10-01,D3, 60 months,RENT,695.0,18.0,0.0,50.7,41600.0,16.99,25.96,debt_consolidation,0.0,11475.0,Individual,285.13,Verified,0.0,MI,f,699.0,15095.0,61612926,9.0,0.0,0,194572.8
2015-03-01,E1, 60 months,MORTGAGE,745.0,27.0,0.0,17.4,131500.0,18.25,11.73,home_improvement,3.0,18000.0,Individual,459.54,Not Verified,0.0,GA,w,749.0,2326.0,43349140,11.0,11.0,1,425865.6
2015-03-01,B3, 36 months,MORTGAGE,685.0,31.0,0.0,51.0,80000.0,9.99,14.58,debt_consolidation,6.0,19575.0,Individual,631.54,Source Verified,0.0,MA,w,689.0,39439.0,42364968,9.0,11.0,1,1017619.2
2015-05-01,F1, 60 months,OWN,685.0,37.0,1.0,57.8,50000.0,21.99,35.86,debt_consolidation,7.0,18350.0,Individual,506.71,Source Verified,1.0,UT,w,689.0,7692.0,48212351,9.0,6.0,1,694224.0
2014-10-01,A2, 36 months,RENT,730.0,14.0,0.0,33.3,66500.0,6.49,8.88,credit_card,0.0,20000.0,Individual,612.89,Source Verified,0.0,CA,w,734.0,17702.0,30315381,7.0,3.0,1,586483.2
2016-06-01,A4, 36 months,OWN,720.0,18.0,0.0,41.2,56500.0,7.39,21.74,debt_consolidation,1.0,10000.0,Individual,310.56,Verified,0.0,TN,f,724.0,9389.0,79501412,4.0,0.0,1,391824.0
2015-01-01,C3, 36 months,RENT,695.0,25.0,1.0,33.0,43118.0,13.66,12.8,home_improvement,0.0,4350.0,Individual,147.96,Verified,1.0,FL,w,699.0,5241.0,38648106,17.0,11.0,1,636422.4
2016-01-01,F1, 36 months,MORTGAGE,680.0,17.0,0.0,84.2,35856.8,22.45,29.38,debt_consolidation,0.0,10750.0,Individual,413.06,Verified,0.0,TX,w,684.0,19287.0,70301157,10.0,7.0,1,499737.6
2014-07-01,E1, 36 months,RENT,695.0,26.0,0.0,12.2,15000.0,6.0,8.72,other,0.0,3000.0,Individual,83.89,Not Verified,0.0,LA,w,699.0,1789.0,21200385,22.0,4.0,1,223516.8
2014-10-01,A1, 36 months,MORTGAGE,800.0,54.0,0.0,10.3,133404.0,6.03,19.19,debt_consolidation,9.0,14000.0,Individual,426.1,Verified,0.0,TX,f,804.0,11072.0,28663494,16.0,0.0,1,660009.6
2016-05-01,B4, 36 months,RENT,695.0,19.0,0.0,88.2,75000.0,10.75,21.46,credit_card,0.0,6000.0,Individual,195.73,Not Verified,0.0,WA,w,699.0,25585.0,78739949,11.0,2.0,1,431222.4
2014-02-01,C2, 60 months,OWN,715.0,34.0,1.0,55.2,51000.0,14.16,23.62,debt_consolidation,7.0,15000.0,Individual,350.27,Verified,1.0,IN,f,719.0,10385.0,12295499,13.0,11.0,1,562896.0
2015-02-01,A4, 36 months,MORTGAGE,670.0,31.0,0.0,45.9,80000.0,6.92,10.07,credit_card,2.0,3500.0,Individual,107.95,Not Verified,0.0,TX,f,674.0,4127.0,41439143,9.0,1.0,1,799545.6
2015-11-01,A4, 36 months,MORTGAGE,810.0,44.0,0.0,6.0,55000.0,7.26,24.94,debt_consolidation,3.0,16000.0,Individual,495.94,Not Verified,0.0,MO,w,814.0,10858.0,63390487,23.0,11.0,1,504921.6
2015-09-01,C2, 36 months,RENT,695.0,8.0,0.0,57.5,37000.0,12.69,15.96,home_improvement,0.0,2000.0,Individual,67.09,Verified,0.0,OH,f,699.0,6845.0,60912543,7.0,0.0,0,802137.6
2016-01-01,E2, 36 months,MORTGAGE,685.0,42.0,0.0,59.4,71000.0,19.48,21.37,debt_consolidation,2.0,13050.0,Individual,481.54,Source Verified,0.0,NC,f,689.0,40009.0,68867223,18.0,11.0,1,415497.6
2014-07-01,B2, 36 months,RENT,695.0,22.0,0.0,69.1,50000.0,10.15,15.77,credit_card,0.0,15000.0,Individual,485.07,Not Verified,0.0,MN,w,699.0,24669.0,20701697,8.0,3.0,1,644112.0
2016-03-01,D3, 36 months,MORTGAGE,675.0,20.0,0.0,72.1,110000.0,18.25,33.84,other,1.0,35000.0,Individual,1269.73,Verified,0.0,VA,w,679.0,49295.0,71906614,13.0,11.0,1,489024.0
2014-02-01,C1, 36 months,OWN,665.0,24.0,0.0,93.4,70000.0,13.65,18.72,debt_consolidation,0.0,20000.0,Individual,680.16,Source Verified,0.0,AL,f,669.0,13922.0,11844991,8.0,8.0,1,781228.8
2015-10-01,B2, 36 months,OWN,665.0,45.0,0.0,58.0,62000.0,9.17,10.34,credit_card,2.0,10000.0,Individual,318.79,Source Verified,0.0,FL,f,669.0,10847.0,61412452,21.0,2.0,1,499651.2
2016-02-01,B1, 60 months,RENT,715.0,18.0,0.0,66.5,78000.0,8.39,13.66,credit_card,2.0,19000.0,Individual,388.81,Not Verified,0.0,OH,w,719.0,18964.0,72543503,10.0,2.0,1,449712.0
2016-03-01,B1, 36 months,OWN,675.0,28.0,1.0,19.0,52000.0,8.39,20.27,debt_consolidation,0.0,7500.0,Individual,236.38,Not Verified,1.0,NC,w,679.0,5361.0,75427633,16.0,0.0,1,491702.4
2015-10-01,A3, 36 months,RENT,730.0,9.0,0.0,67.8,80000.0,6.89,15.62,credit_card,0.0,13000.0,Individual,400.75,Not Verified,0.0,VA,w,734.0,162761.0,62157575,7.0,11.0,1,489110.4
2014-10-01,D5, 60 months,RENT,665.0,79.0,0.0,64.1,85000.0,18.24,21.99,credit_card,0.0,27600.0,Individual,704.47,Source Verified,0.0,VA,w,669.0,22634.0,29563910,13.0,5.0,1,478656.0
2015-07-01,C4, 36 months,RENT,695.0,18.0,0.0,92.7,140000.0,13.99,18.65,credit_card,2.0,16000.0,Individual,546.77,Not Verified,0.0,CA,f,699.0,12524.0,53524352,10.0,3.0,1,552096.0
2014-11-01,B3, 60 months,MORTGAGE,725.0,20.0,0.0,97.7,170000.0,10.49,18.79,credit_card,7.0,35000.0,Individual,752.12,Verified,0.0,CA,w,729.0,88708.0,35053431,10.0,11.0,1,999475.2
2014-02-01,B1, 36 months,OWN,695.0,39.0,0.0,58.2,85000.0,9.67,29.73,debt_consolidation,0.0,21000.0,Individual,674.37,Verified,0.0,TN,f,699.0,13151.0,11624695,11.0,11.0,1,436665.6
2014-03-01,D5, 36 months,RENT,660.0,7.0,0.0,73.9,33280.0,19.47,11.83,debt_consolidation,0.0,3500.0,Individual,129.13,Not Verified,0.0,NH,f,664.0,2439.0,12595756,6.0,6.0,1,173404.8
2016-02-01,C4, 36 months,RENT,685.0,29.0,1.0,32.7,85000.0,14.46,10.74,debt_consolidation,0.0,14000.0,Individual,481.63,Source Verified,0.0,IL,w,689.0,4395.0,71944149,5.0,11.0,1,205200.0
2014-05-01,B2, 36 months,MORTGAGE,660.0,42.0,1.0,36.4,35000.0,10.99,17.47,credit_card,4.0,5000.0,Individual,163.67,Source Verified,1.0,OH,w,664.0,5102.0,12398682,12.0,0.0,1,1015113.6
2015-05-01,C3, 36 months,RENT,675.0,15.0,0.0,60.6,56000.0,13.33,13.18,debt_consolidation,0.0,1000.0,Individual,33.86,Not Verified,0.0,IL,w,679.0,5397.0,48705996,5.0,11.0,1,423273.6
2015-07-01,C4, 60 months,MORTGAGE,700.0,39.0,0.0,57.7,81000.0,13.99,34.46,debt_consolidation,7.0,32675.0,Individual,760.13,Source Verified,0.0,AL,w,704.0,36072.0,56061461,16.0,4.0,1,702086.4
2014-11-01,C4, 60 months,RENT,685.0,17.0,0.0,62.4,57200.0,14.31,24.07,debt_consolidation,0.0,18000.0,Individual,421.73,Source Verified,0.0,FL,w,689.0,9798.0,34933365,11.0,0.0,0,320803.2
2014-06-01,A4, 36 months,RENT,760.0,22.0,0.0,38.3,42000.0,7.69,19.63,debt_consolidation,1.0,18425.0,Individual,574.75,Not Verified,0.0,WA,f,764.0,8578.0,19246270,10.0,7.0,1,349833.6
2014-01-01,D2, 36 months,RENT,690.0,19.0,1.0,31.0,28000.0,17.57,25.03,debt_consolidation,0.0,6000.0,Individual,215.63,Not Verified,1.0,CT,f,694.0,3097.0,11316420,8.0,11.0,1,523411.2
2014-10-01,B5, 36 months,MORTGAGE,700.0,36.0,0.0,38.1,130000.0,12.49,17.56,debt_consolidation,6.0,20000.0,Individual,668.98,Verified,0.0,VA,f,704.0,18077.0,28993379,18.0,9.0,1,696816.0
2015-08-01,C4, 60 months,MORTGAGE,665.0,11.0,0.0,92.7,70000.0,13.99,15.26,credit_card,2.0,22400.0,Individual,521.1,Not Verified,0.0,TX,w,669.0,22806.0,57884444,4.0,1.0,0,347068.8
2016-02-01,C4, 60 months,RENT,680.0,83.0,0.0,89.3,83000.0,14.46,19.66,debt_consolidation,0.0,24550.0,Individual,577.11,Verified,0.0,MN,w,684.0,25550.0,71904951,9.0,0.0,1,581212.8
2015-10-01,C1, 36 months,MORTGAGE,670.0,22.0,0.0,69.8,143000.0,12.29,19.36,vacation,6.0,5600.0,Individual,186.78,Source Verified,0.0,AZ,w,674.0,14862.0,61393660,13.0,9.0,1,554947.2
2016-05-01,C4, 36 months,MORTGAGE,670.0,22.0,0.0,50.4,70000.0,14.46,14.4,home_improvement,1.0,5800.0,Individual,199.53,Not Verified,0.0,NJ,f,674.0,6456.0,77070128,11.0,1.0,1,307670.4
2016-02-01,C3, 36 months,OWN,710.0,18.0,0.0,66.6,36100.0,13.67,26.56,credit_card,0.0,16600.0,Individual,564.7,Verified,0.0,ME,w,714.0,19973.0,72732128,6.0,11.0,1,439344.0
2015-05-01,C4, 36 months,RENT,695.0,17.0,1.0,81.3,45000.0,13.99,18.0,debt_consolidation,0.0,5700.0,Individual,194.79,Source Verified,0.0,CT,f,699.0,5038.0,49543206,7.0,6.0,1,333849.6
2016-05-01,B3, 36 months,MORTGAGE,680.0,20.0,0.0,57.4,65000.0,9.75,19.48,debt_consolidation,2.0,20000.0,Individual,643.0,Source Verified,0.0,SC,w,684.0,8330.0,78360893,9.0,5.0,1,491702.4
2014-03-01,D1, 60 months,MORTGAGE,735.0,31.0,0.0,47.9,93000.0,16.59,30.72,credit_card,2.0,35000.0,Individual,862.15,Verified,0.0,TX,w,739.0,24851.0,12606450,15.0,4.0,1,681004.8
2014-01-01,B3, 36 months,OWN,805.0,21.0,0.0,4.8,30000.0,11.99,20.96,other,0.0,6000.0,Individual,199.26,Not Verified,0.0,NY,f,809.0,2331.0,10143358,14.0,7.0,1,749606.4
2014-11-01,C1, 36 months,RENT,700.0,15.0,0.0,92.2,32988.0,12.99,27.46,debt_consolidation,0.0,6000.0,Individual,202.14,Source Verified,0.0,CA,w,704.0,11436.0,33210670,4.0,0.0,1,394588.8
2015-08-01,A5, 36 months,OWN,750.0,11.0,0.0,54.1,32000.0,7.89,10.5,debt_consolidation,0.0,8000.0,Individual,250.29,Not Verified,0.0,OK,w,754.0,6815.0,58713979,6.0,1.0,1,439084.8
2016-01-01,B5, 36 months,MORTGAGE,685.0,35.0,0.0,71.4,106800.0,11.48,17.37,debt_consolidation,4.0,10000.0,Individual,329.67,Source Verified,0.0,GA,w,689.0,16862.0,70120619,13.0,11.0,1,565315.2
2014-12-01,D1, 60 months,MORTGAGE,660.0,18.0,1.0,81.1,68000.0,15.59,27.36,debt_consolidation,0.0,17500.0,Individual,421.77,Verified,0.0,NC,w,664.0,23125.0,33661303,10.0,11.0,1,880934.4
2014-10-01,B5, 36 months,MORTGAGE,675.0,30.0,0.0,26.7,123000.0,12.49,25.78,debt_consolidation,3.0,15000.0,Individual,501.74,Verified,0.0,TX,w,679.0,9791.0,28764748,7.0,7.0,1,570585.6
2015-08-01,D1, 36 months,OWN,680.0,26.0,0.0,47.9,24576.0,15.61,16.31,debt_consolidation,0.0,8825.0,Individual,308.57,Not Verified,0.0,FL,w,684.0,12275.0,58090348,4.0,0.0,1,220838.4
2014-04-01,D1, 36 months,RENT,685.0,28.0,0.0,53.6,41000.0,16.59,26.05,debt_consolidation,0.0,16400.0,Individual,581.37,Source Verified,0.0,WY,f,689.0,8305.0,13196379,12.0,7.0,0,502329.6
2015-09-01,A5, 36 months,MORTGAGE,700.0,26.0,0.0,56.3,80000.0,7.89,8.97,debt_consolidation,5.0,20000.0,Individual,625.72,Verified,0.0,FL,w,704.0,28130.0,59292675,13.0,0.0,1,510278.4
2015-09-01,C3, 36 months,RENT,680.0,21.0,0.0,67.4,49000.0,13.33,15.06,debt_consolidation,0.0,6000.0,Individual,203.12,Verified,0.0,NY,f,684.0,4518.0,60901555,12.0,0.0,1,376099.2
2015-01-01,B1, 36 months,MORTGAGE,785.0,41.0,0.0,10.7,60000.0,8.67,31.8,debt_consolidation,6.0,8000.0,Individual,253.18,Source Verified,0.0,OK,f,789.0,7368.0,39279580,19.0,6.0,1,478656.0
2016-02-01,E5, 36 months,RENT,675.0,33.0,0.0,61.7,30000.0,22.45,48.09,other,0.0,8275.0,Individual,317.96,Verified,0.0,OH,f,679.0,15921.0,71034386,22.0,1.0,0,273628.8
2015-12-01,C1, 36 months,MORTGAGE,715.0,20.0,0.0,65.8,83000.0,11.99,27.73,debt_consolidation,1.0,23875.0,Individual,792.88,Verified,0.0,CA,w,719.0,20583.0,66573083,10.0,2.0,1,360288.0
2015-09-01,E3, 36 months,RENT,775.0,5.0,0.0,11.0,18000.0,19.19,22.27,small_business,0.0,6475.0,Individual,237.98,Source Verified,0.0,NY,w,779.0,603.0,57753790,2.0,2.0,1,212976.0
2016-02-01,C1, 60 months,MORTGAGE,685.0,35.0,0.0,41.0,105000.0,11.99,19.59,debt_consolidation,7.0,35000.0,Individual,778.38,Verified,0.0,UT,w,689.0,40911.0,71785461,15.0,8.0,1,570672.0
2015-12-01,B5, 36 months,MORTGAGE,690.0,25.0,0.0,44.8,195000.0,11.22,17.2,debt_consolidation,1.0,33600.0,Individual,1103.53,Verified,0.0,MN,f,694.0,79343.0,66561590,18.0,2.0,1,418089.6
2014-07-01,C5, 60 months,RENT,680.0,26.0,0.0,72.3,30263.0,14.99,12.02,credit_card,0.0,13300.0,Individual,316.34,Source Verified,0.0,NY,w,684.0,8899.0,22332959,12.0,8.0,0,368064.0
2016-04-01,B4, 36 months,RENT,740.0,13.0,0.0,33.0,48203.0,10.75,38.45,debt_consolidation,0.0,10400.0,Individual,339.26,Source Verified,0.0,TX,w,744.0,8612.0,77951455,10.0,3.0,1,236649.6
2016-03-01,C5, 60 months,RENT,665.0,14.0,1.0,24.7,34000.0,15.31,31.03,debt_consolidation,0.0,12000.0,Individual,287.44,Not Verified,1.0,IN,w,669.0,2471.0,74656894,7.0,5.0,0,307670.4
2015-01-01,A5, 36 months,MORTGAGE,740.0,16.0,0.0,29.7,61000.0,8.19,13.8,debt_consolidation,1.0,2000.0,Individual,62.85,Not Verified,0.0,NV,w,744.0,4872.0,39531379,11.0,2.0,1,312854.4
2014-08-01,D4, 36 months,MORTGAGE,670.0,41.0,0.0,16.1,53000.0,17.57,30.61,small_business,2.0,3900.0,Individual,140.16,Verified,0.0,TX,f,674.0,919.0,24154617,14.0,9.0,1,376012.8
2015-11-01,C4, 60 months,RENT,675.0,8.0,0.0,64.3,40000.0,13.67,11.22,credit_card,0.0,12000.0,Individual,277.18,Not Verified,0.0,MN,w,679.0,6112.0,65823509,6.0,3.0,1,249868.8
2015-11-01,B4, 36 months,RENT,695.0,20.0,0.0,27.3,58000.0,10.99,28.44,credit_card,0.0,7000.0,Individual,229.14,Verified,0.0,NJ,w,699.0,7952.0,65078330,14.0,2.0,1,780969.6
2014-10-01,C2, 60 months,MORTGAGE,700.0,32.0,0.0,53.4,55000.0,13.35,25.77,debt_consolidation,1.0,24875.0,Individual,570.45,Source Verified,0.0,IL,w,704.0,21217.0,30285066,13.0,6.0,0,439084.8
2016-05-01,C3, 36 months,MORTGAGE,695.0,33.0,0.0,95.3,104800.0,13.67,20.66,debt_consolidation,2.0,20000.0,Individual,680.36,Not Verified,0.0,WA,w,699.0,25433.0,78489271,10.0,11.0,1,809913.6
2016-06-01,C4, 36 months,RENT,660.0,7.0,1.0,22.7,10000.0,14.46,5.52,debt_consolidation,0.0,3200.0,Individual,110.09,Verified,1.0,CA,w,664.0,930.0,81473898,5.0,0.0,1,370742.4
2016-06-01,A4, 36 months,OWN,695.0,21.0,0.0,63.5,72625.0,7.39,15.07,home_improvement,0.0,12000.0,Individual,372.67,Source Verified,0.0,NY,w,699.0,4637.0,79795932,7.0,3.0,1,491702.4
2014-06-01,C5, 36 months,RENT,660.0,34.0,1.0,74.0,33000.0,14.99,18.44,debt_consolidation,2.0,5325.0,Individual,184.57,Not Verified,1.0,NY,w,664.0,2336.0,17763434,4.0,5.0,1,376099.2
2014-01-01,B4, 36 months,MORTGAGE,675.0,10.0,1.0,74.5,58000.0,12.85,9.04,debt_consolidation,2.0,10000.0,Individual,336.22,Not Verified,1.0,WI,w,679.0,7819.0,10099900,7.0,11.0,1,381369.6
2014-07-01,A4, 36 months,MORTGAGE,750.0,22.0,0.0,39.0,135000.0,7.69,14.75,home_improvement,2.0,17000.0,Individual,530.3,Verified,0.0,IL,w,754.0,13612.0,20379699,10.0,11.0,1,867715.2
2014-01-01,B3, 36 months,MORTGAGE,695.0,30.0,1.0,50.8,67000.0,11.99,18.25,debt_consolidation,1.0,10000.0,Individual,332.1,Verified,1.0,KY,w,699.0,11739.0,11444619,10.0,11.0,1,394588.8
2015-06-01,A3, 36 months,MORTGAGE,665.0,19.0,0.0,42.8,60000.0,6.89,16.06,debt_consolidation,1.0,25000.0,Individual,770.68,Source Verified,0.0,CA,w,669.0,8772.0,51215162,10.0,5.0,1,260409.6
2014-04-01,D4, 36 months,RENT,690.0,21.0,0.0,84.5,52000.0,18.92,21.28,debt_consolidation,0.0,12300.0,Individual,450.38,Verified,0.0,NV,w,694.0,16979.0,14579082,16.0,9.0,0,239241.6
2015-10-01,C4, 36 months,RENT,665.0,16.0,0.0,90.6,55000.0,13.99,26.29,debt_consolidation,0.0,15000.0,Individual,512.6,Verified,0.0,TX,w,669.0,13041.0,61492396,11.0,0.0,1,470620.8
2015-04-01,A2, 36 months,MORTGAGE,770.0,13.0,0.0,45.3,118000.0,6.39,19.06,credit_card,2.0,25000.0,Individual,764.98,Source Verified,0.0,CO,w,774.0,29241.0,46630488,8.0,11.0,1,875750.4
2016-06-01,C4, 36 months,MORTGAGE,670.0,10.0,0.0,46.4,55000.0,14.49,16.23,debt_consolidation,3.0,6000.0,Individual,206.5,Verified,0.0,VA,f,674.0,6037.0,83858377,6.0,2.0,0,423360.0
2015-03-01,C3, 36 months,RENT,710.0,7.0,0.0,31.0,32000.0,13.33,13.54,other,0.0,4000.0,Individual,135.42,Verified,0.0,CA,f,714.0,2263.0,43679310,7.0,5.0,1,105062.4
2015-08-01,C1, 36 months,RENT,670.0,34.0,0.0,57.3,55000.0,12.29,24.02,debt_consolidation,0.0,10800.0,Individual,360.22,Verified,0.0,FL,w,674.0,18115.0,58792366,30.0,1.0,1,486518.4
2014-10-01,A2, 36 months,MORTGAGE,685.0,27.0,0.0,23.5,36800.0,6.49,3.67,credit_card,1.0,4125.0,Individual,126.41,Not Verified,0.0,FL,w,689.0,4081.0,32459911,17.0,2.0,1,252460.8
2014-01-01,B1, 36 months,MORTGAGE,695.0,18.0,0.0,58.8,46000.0,9.67,6.6,credit_card,2.0,15000.0,Individual,481.69,Verified,0.0,CA,f,699.0,9414.0,10182576,9.0,11.0,1,423446.4
2016-05-01,A4, 36 months,MORTGAGE,680.0,55.0,0.0,58.3,110000.0,7.39,19.64,credit_card,2.0,16800.0,Individual,521.74,Source Verified,0.0,TX,w,684.0,10378.0,78149301,40.0,6.0,1,362793.6
2015-11-01,C4, 36 months,RENT,660.0,20.0,0.0,81.2,40000.0,13.67,23.8,debt_consolidation,0.0,14400.0,Individual,489.86,Verified,0.0,FL,w,664.0,24756.0,65353732,11.0,2.0,1,355017.6
2014-09-01,C2, 36 months,MORTGAGE,660.0,27.0,1.0,80.7,100000.0,13.35,22.94,debt_consolidation,1.0,25000.0,Individual,846.57,Source Verified,1.0,WV,f,664.0,13715.0,26529622,10.0,9.0,0,833673.6
2014-07-01,B5, 36 months,MORTGAGE,695.0,14.0,0.0,41.6,95000.0,12.49,11.69,debt_consolidation,1.0,9000.0,Individual,301.04,Not Verified,0.0,TX,f,699.0,5621.0,19125828,7.0,5.0,1,373334.4
2015-11-01,B5, 60 months,RENT,680.0,31.0,0.0,60.9,78000.0,11.53,15.42,credit_card,4.0,19000.0,Individual,418.15,Source Verified,0.0,OK,w,684.0,23373.0,63250299,10.0,11.0,1,531187.2
2015-09-01,B5, 36 months,RENT,670.0,12.0,0.0,39.8,40000.0,11.53,16.41,debt_consolidation,0.0,7000.0,Individual,230.94,Source Verified,0.0,TX,w,674.0,4612.0,59849646,5.0,1.0,1,289353.6
2014-10-01,C3, 36 months,RENT,695.0,31.0,0.0,64.2,222000.0,13.98,14.59,debt_consolidation,0.0,35000.0,Individual,1195.88,Source Verified,0.0,CA,f,699.0,29646.0,32289461,18.0,7.0,1,347155.2
2014-09-01,B1, 36 months,RENT,680.0,22.0,0.0,69.5,87000.0,9.17,10.17,debt_consolidation,8.0,16000.0,Individual,510.07,Source Verified,0.0,CA,f,684.0,15910.0,26358012,6.0,3.0,1,681004.8
2015-02-01,B5, 36 months,RENT,660.0,12.0,0.0,35.0,25000.0,11.53,6.1,debt_consolidation,0.0,4000.0,Individual,131.97,Source Verified,0.0,CA,f,664.0,3610.0,41061628,6.0,1.0,1,231552.0
2014-12-01,C2, 36 months,RENT,670.0,5.0,0.0,70.9,86400.0,12.99,8.74,other,0.0,8000.0,Individual,269.52,Verified,0.0,VA,f,674.0,8363.0,37821318,5.0,2.0,1,157766.4
2015-11-01,B4, 36 months,MORTGAGE,700.0,32.0,0.0,48.6,38000.0,10.99,27.8,debt_consolidation,2.0,10000.0,Individual,327.34,Not Verified,0.0,TN,w,704.0,34450.0,64771750,17.0,2.0,1,652320.0
2014-09-01,F2, 60 months,MORTGAGE,665.0,24.0,1.0,35.1,36000.0,24.08,14.27,debt_consolidation,2.0,10500.0,Individual,302.56,Source Verified,1.0,TX,w,669.0,2805.0,26349947,8.0,1.0,1,441763.2
2016-02-01,B2, 36 months,MORTGAGE,735.0,15.0,1.0,16.0,38000.0,9.16,32.0,major_purchase,1.0,2500.0,Individual,79.69,Not Verified,1.0,NC,w,739.0,4275.0,70813048,11.0,2.0,1,483926.4
2015-10-01,C1, 36 months,RENT,690.0,72.0,0.0,64.4,44000.0,12.29,14.48,credit_card,0.0,16000.0,Individual,533.65,Not Verified,0.0,TN,w,694.0,18039.0,62197261,53.0,2.0,1,496972.8
2015-01-01,B5, 36 months,MORTGAGE,670.0,16.0,0.0,97.8,150000.0,11.99,7.26,credit_card,5.0,35000.0,Individual,1162.34,Verified,0.0,WA,f,674.0,26612.0,39269834,7.0,11.0,1,415497.6
2016-05-01,E4, 60 months,MORTGAGE,710.0,24.0,0.0,49.0,104500.0,21.97,16.48,small_business,1.0,27225.0,Individual,751.47,Source Verified,0.0,GA,w,714.0,12827.0,75768547,15.0,1.0,1,475977.6
2014-08-01,A5, 36 months,OWN,720.0,24.0,0.0,43.9,55000.0,8.39,11.99,credit_card,1.0,17000.0,Individual,535.79,Not Verified,0.0,TX,f,724.0,14692.0,24045005,11.0,1.0,1,441763.2
2016-05-01,A4, 36 months,MORTGAGE,730.0,26.0,0.0,71.4,60000.0,7.39,23.42,debt_consolidation,2.0,8400.0,Individual,260.87,Not Verified,0.0,TX,w,734.0,35285.0,78368693,9.0,3.0,1,544233.6
2014-10-01,E1, 36 months,RENT,665.0,41.0,0.0,48.6,32000.0,18.99,28.21,debt_consolidation,2.0,10000.0,Individual,366.51,Verified,0.0,IL,f,669.0,12302.0,28644206,25.0,4.0,0,415497.6
2014-07-01,E2, 60 months,MORTGAGE,695.0,38.0,0.0,58.3,100000.0,19.52,18.35,debt_consolidation,6.0,35000.0,Individual,917.97,Source Verified,0.0,NY,f,699.0,16268.0,21040180,10.0,0.0,0,573264.0
2015-01-01,B2, 36 months,RENT,680.0,24.0,0.0,47.3,36000.0,9.49,27.03,debt_consolidation,0.0,4200.0,Individual,134.52,Not Verified,0.0,NY,f,684.0,25088.0,37711970,14.0,9.0,1,281318.4
2016-02-01,B4, 36 months,RENT,660.0,14.0,0.0,30.0,91000.0,10.75,11.08,debt_consolidation,0.0,12000.0,Individual,391.45,Not Verified,0.0,NJ,w,664.0,6717.0,70991731,10.0,2.0,1,273628.8
