age,years_employed,annual_income,loan_amount,loan_term_months,credit_score,num_credit_lines,num_late_payments,debt_to_income_ratio,months_since_derogatory,has_mortgage,num_dependents,savings_balance,checking_balance,loan_to_income_ratio,high_risk
52,8,75331,8178,60,530,3,1,0.42,24,0,0,2734,1405,0.11,1
57,2,61905,9698,36,671,7,3,0.34,25,1,0,628,892,0.16,1
25,6,63144,9024,48,515,10,1,0.13,7,0,1,6091,1691,0.14,0
63,3,53562,22434,60,605,12,2,0.5,19,0,0,10288,5643,0.42,0
64,4,31069,13266,24,649,1,0,0.34,18,0,0,3969,8263,0.43,0
51,8,29317,10132,48,797,7,1,0.41,29,0,0,1046,571,0.35,1
64,1,46697,10678,60,675,6,0,0.32,9,0,2,898,3729,0.23,0
66,10,52809,13390,12,588,8,0,0.64,26,1,2,75957,1616,0.25,0
40,3,34901,35358,24,624,7,1,0.26,8,0,0,904,8837,1.01,1
35,6,60577,6361,48,723,4,1,0.26,17,1,3,695,22578,0.11,0
40,0,138743,20036,12,589,3,1,0.12,3,0,1,3393,13395,0.14,0
30,7,20492,17731,24,737,3,2,0.37,1,0,0,13176,611,0.87,0
56,10,65586,7865,36,608,4,2,0.63,11,0,0,35961,716,0.12,0
55,2,47430,32212,12,576,9,3,0.37,9,0,2,3804,11659,0.68,1
54,0,61409,18463,60,610,9,1,0.38,15,1,0,3742,1612,0.3,1
38,6,39523,9851,48,520,13,1,0.5,98,1,0,1052,775,0.25,1
39,10,45568,4378,24,476,2,0,0.37,22,1,2,18140,403,0.1,0
37,0,52299,15328,12,643,5,0,0.53,24,1,1,4520,2108,0.29,0
66,0,42158,13005,36,644,1,5,0.55,85,1,2,4701,1149,0.31,1
60,3,22919,7198,48,670,4,2,0.26,76,1,2,8267,2777,0.31,0
68,1,43610,7142,48,643,2,7,0.14,64,1,4,7060,2228,0.16,1
33,1,24143,22496,12,836,8,0,0.45,3,1,0,4153,474,0.93,0
34,0,67954,4132,36,663,4,2,0.4,30,0,0,23984,735,0.06,0
50,7,19287,16132,24,539,5,1,0.19,49,0,4,717,5110,0.84,1
20,6,81987,11938,12,560,11,0,0.25,54,1,2,6333,5630,0.15,0
22,0,60765,18002,24,650,4,2,0.25,25,0,2,8011,1201,0.3,0
35,10,60882,11197,48,615,5,0,0.37,0,0,0,2996,2194,0.18,0
42,11,16611,15930,24,551,5,1,0.5,109,1,0,10298,575,0.96,1
30,1,41593,8555,36,645,5,1,0.51,19,0,0,10891,1704,0.21,0
31,9,87271,12971,60,646,11,1,0.47,15,1,1,18616,6098,0.15,0
29,2,37823,17916,36,777,3,0,0.31,15,0,0,4298,11329,0.47,0
51,5,28594,14625,24,576,7,2,0.68,16,1,1,3787,1574,0.51,1
35,1,35655,16784,12,616,3,0,0.35,8,0,1,9386,1279,0.47,0
27,13,47375,7656,48,777,2,1,0.29,11,1,0,3877,372,0.16,0
57,3,32026,9373,60,676,3,0,0.15,120,1,0,791,936,0.29,0
31,5,90844,9471,12,576,11,2,0.3,13,1,1,13834,1676,0.1,0
43,2,47461,11317,12,592,3,1,0.42,22,0,0,543,1492,0.24,1
47,12,37131,30186,36,552,8,1,0.11,56,0,0,7958,968,0.81,0
27,12,25573,10802,24,656,4,1,0.21,22,1,0,103382,6672,0.42,0
47,11,62456,6726,36,732,3,2,0.28,11,1,1,9319,2850,0.11,0
55,8,61749,18490,24,780,10,1,0.23,22,1,2,2136,1507,0.3,0
45,2,32987,29971,36,531,5,2,0.22,3,1,0,2859,3835,0.91,1
27,8,16023,6268,12,719,4,1,0.52,4,0,2,7667,1757,0.39,1
69,4,60197,43638,48,663,9,1,0.1,35,0,3,4790,9972,0.72,0
47,10,44649,17138,24,629,8,2,0.38,74,1,2,12179,754,0.38,0
47,9,57990,24843,60,616,11,2,0.43,38,1,0,28003,2594,0.43,0
56,2,130429,32216,60,496,7,2,0.28,2,0,1,23796,174,0.25,0
60,8,48367,23946,12,701,8,0,0.32,15,0,2,1227,1175,0.5,0
55,7,37914,12502,36,544,13,0,0.34,0,1,4,5010,2136,0.33,0
46,0,27621,27739,36,590,5,2,0.45,21,1,4,8878,1270,1.0,1
36,8,41931,15564,12,683,4,0,0.58,6,0,1,30343,536,0.37,0
28,3,53118,25701,60,504,7,2,0.16,60,0,2,7562,842,0.48,1
52,1,50344,27444,60,544,1,0,0.21,3,0,3,2163,597,0.55,1
39,1,116044,6942,36,747,6,4,0.22,0,0,2,8283,1585,0.06,1
32,4,62915,21516,24,659,8,0,0.35,17,1,1,43614,4288,0.34,0
47,6,45825,11978,48,597,7,3,0.29,5,1,0,3630,1234,0.26,1
67,0,34431,14514,24,660,2,2,0.45,40,1,0,2118,13224,0.42,1
48,5,56012,14418,60,703,14,2,0.25,75,1,1,4726,2325,0.26,0
32,7,31147,14075,24,739,13,2,0.22,1,0,2,2250,189,0.45,0
65,12,53632,33326,48,561,14,3,0.24,15,1,4,13258,2608,0.62,0
54,0,62549,5884,24,568,7,1,0.37,120,1,3,2270,1710,0.09,0
25,3,43992,4753,24,698,13,1,0.49,39,1,0,23179,8226,0.11,0
37,6,35769,4188,24,701,6,0,0.34,91,0,2,8904,1774,0.12,0
24,9,16438,25374,24,542,13,3,0.27,5,1,0,11343,1368,1.54,1
66,3,86848,8399,12,571,5,1,0.2,7,1,2,11239,17680,0.1,0
44,9,59973,14462,60,634,4,0,0.57,5,0,2,13660,178,0.24,0
21,0,60706,12471,48,651,1,3,0.09,10,0,0,3390,1238,0.21,0
29,0,22456,7849,60,654,13,1,0.32,38,1,0,1519,2421,0.35,1
49,6,97725,22267,12,541,2,1,0.46,5,1,0,2775,1165,0.23,1
69,0,38847,12376,12,653,7,4,0.32,22,0,0,14937,179,0.32,1
64,0,42429,11583,12,592,10,1,0.27,9,0,3,590,2820,0.27,0
24,2,28720,15363,12,556,3,0,0.43,53,0,0,446,1092,0.53,1
52,8,20060,20587,24,649,5,2,0.19,0,0,0,6434,1556,1.03,0
20,0,87436,7514,60,640,8,0,0.09,7,1,0,13535,7220,0.09,0
37,5,93274,22555,36,714,13,0,0.4,27,0,3,15930,2527,0.24,0
51,9,45126,31885,48,581,13,0,0.2,3,0,0,1570,914,0.71,0
66,4,34902,5677,12,668,8,0,0.37,18,1,0,1193,2787,0.16,0
68,3,40598,15787,60,524,6,0,0.33,17,0,2,2157,1133,0.39,0
30,6,41158,11126,12,628,5,2,0.39,57,1,0,3067,1294,0.27,1
40,4,26905,20323,12,687,13,1,0.32,29,0,0,3286,4159,0.76,1
45,10,42356,6438,12,693,2,2,0.43,30,1,2,5684,892,0.15,1
44,0,52920,35502,12,694,9,2,0.24,90,1,0,26549,3353,0.67,0
41,4,81558,5091,12,714,1,1,0.47,120,0,3,4569,1403,0.06,0
46,5,49371,11538,48,614,11,0,0.17,31,1,1,15141,1034,0.23,0
68,3,22288,17336,60,689,2,0,0.53,22,1,1,10781,1038,0.78,0
32,0,58499,8850,12,799,13,2,0.66,28,1,0,2095,920,0.15,1
52,4,43132,8054,12,612,1,2,0.37,14,0,2,10632,1994,0.19,0
53,8,97266,15265,12,760,12,1,0.59,120,0,1,9791,1336,0.16,0
60,8,100180,13997,12,720,4,2,0.62,36,0,0,4911,8155,0.14,0
54,6,101948,13407,24,628,4,1,0.3,10,0,0,6054,681,0.13,0
20,0,37019,22364,24,635,5,1,0.36,1,0,1,4585,3286,0.6,1
40,6,132578,10544,36,659,5,1,0.23,1,0,2,1325,6358,0.08,0
67,2,58423,16183,12,715,8,2,0.24,6,1,3,84020,12126,0.28,0
25,6,110546,9857,36,682,11,4,0.38,7,0,2,17441,740,0.09,0
47,5,38127,8025,48,612,11,5,0.1,16,1,1,9252,5579,0.21,1
36,1,42222,11261,36,483,3,1,0.48,7,1,0,3022,2267,0.27,1
24,1,56219,9904,60,703,6,0,0.38,29,0,2,4402,5752,0.18,0
50,6,52888,10205,24,495,12,1,0.45,7,0,4,1204,889,0.19,1
24,4,91803,26881,24,540,13,0,0.32,6,1,1,8638,1590,0.29,0
57,1,43648,11470,12,617,12,3,0.45,19,0,0,7357,1211,0.26,1
22,1,87755,8975,12,552,3,1,0.39,65,0,0,3835,1101,0.1,0
42,3,70694,13586,48,675,13,1,0.43,18,1,0,5094,1891,0.19,0
56,11,44059,14221,48,626,2,1,0.49,16,0,1,3435,28124,0.32,1
56,2,68005,6554,60,712,8,1,0.16,25,1,3,2716,3773,0.1,0
29,4,38691,11169,12,521,1,0,0.24,8,1,0,1935,1228,0.29,1
29,5,158752,10902,12,597,9,1,0.7,13,0,0,1443,1311,0.07,1
38,0,12936,12048,48,650,11,1,0.38,7,1,1,2116,3357,0.93,1
36,0,68629,20646,48,653,7,1,0.09,25,0,3,2321,1473,0.3,0
40,0,20286,14501,48,705,12,0,0.09,35,1,1,18161,1478,0.71,0
33,5,43790,27910,24,576,10,2,0.34,33,1,0,2339,533,0.64,1
28,5,46966,13266,36,612,13,0,0.27,8,0,0,427,1716,0.28,0
65,7,104173,38779,36,690,12,1,0.23,45,1,1,6974,112,0.37,0
20,5,34680,10132,12,474,11,1,0.62,8,1,2,10387,258,0.29,1
64,4,94278,8419,24,680,4,0,0.29,4,0,0,15717,1229,0.09,0
32,2,27189,18552,48,711,3,0,0.47,12,1,1,5999,3737,0.68,0
23,8,96118,30286,12,543,6,3,0.39,27,0,2,1251,10641,0.32,1
20,1,38670,5841,24,624,9,3,0.31,4,0,1,1884,2811,0.15,1
68,0,50854,11870,60,769,9,1,0.18,31,0,0,10099,3254,0.23,0
59,7,41432,9260,24,702,4,1,0.47,59,1,3,28306,2047,0.22,0
51,0,93076,14555,12,685,10,2,0.0,10,1,1,1247,4547,0.16,0
53,14,84446,13440,36,729,5,0,0.48,17,1,2,6337,2286,0.16,0
47,5,61190,29948,48,794,11,1,0.37,7,1,2,2525,2724,0.49,0
50,6,27558,12518,60,651,13,1,0.44,13,1,4,1828,323,0.45,0
27,1,34285,30481,24,617,9,2,0.35,0,0,1,5125,2414,0.89,1
58,3,29310,11058,12,729,2,0,0.16,92,0,1,4186,1854,0.38,0
45,3,15929,23292,12,635,2,0,0.41,16,0,1,432,1143,1.46,1
53,2,92102,15324,48,575,5,1,0.48,46,0,1,6259,1240,0.17,1
22,7,41609,37719,12,606,1,1,0.28,4,0,0,7286,416,0.91,1
69,3,41388,5507,12,674,8,2,0.45,50,1,4,12049,3271,0.13,0
31,9,103574,6645,48,614,5,1,0.39,59,1,3,2471,2341,0.06,0
20,15,38638,40093,60,620,12,2,0.42,37,0,0,731,1951,1.04,1
63,3,32201,8604,36,567,10,2,0.22,70,0,0,2964,2328,0.27,1
24,5,43810,8938,36,764,2,0,0.54,5,0,0,11465,459,0.2,0
49,6,27824,7899,24,622,12,5,0.39,19,1,3,4487,12577,0.28,1
49,12,58231,26610,60,593,9,2,0.47,29,0,1,13618,5102,0.46,1
36,4,40666,6297,24,601,2,1,0.29,27,1,1,1031,3578,0.15,0
67,1,38038,13540,36,714,7,2,0.5,59,0,3,13023,9255,0.36,0
66,0,36426,11391,48,695,8,0,0.29,7,1,1,6626,2280,0.31,0
42,4,46485,24882,12,609,14,3,0.22,5,0,2,3210,1325,0.54,1
34,3,51110,9526,36,652,6,1,0.62,8,0,1,17755,2443,0.19,0
56,13,37798,17139,60,672,14,2,0.0,66,0,2,6555,9697,0.45,0
40,12,40970,6616,36,593,11,1,0.8,84,0,1,1508,675,0.16,1
33,0,47062,52279,60,526,7,1,0.46,25,1,1,15966,9570,1.11,1
21,2,44747,11570,60,691,11,1,0.3,20,0,4,3677,408,0.26,0
30,5,49788,13430,60,598,1,2,0.4,27,0,2,5137,3249,0.27,1
58,10,34949,36056,24,685,4,2,0.46,28,1,1,1744,5493,1.03,1
57,5,81007,9395,48,675,13,2,0.3,5,0,0,4619,3673,0.12,1
53,2,51452,36331,36,654,7,2,0.66,34,0,0,1579,5723,0.71,1
57,4,38104,10437,48,615,1,1,0.57,18,1,2,3997,1571,0.27,0
69,2,58232,19990,12,599,13,1,0.76,21,1,1,5099,445,0.34,1
53,7,47231,9474,36,558,1,2,0.17,0,0,2,10167,5740,0.2,0
37,2,20600,5921,48,600,11,1,0.38,43,1,1,908,13814,0.29,0
49,2,58132,17132,48,695,6,0,0.14,54,1,1,16376,1508,0.29,0
34,9,29444,19612,12,761,4,1,0.19,28,0,2,17003,3828,0.67,0
46,1,78214,6066,60,750,3,0,0.3,41,1,1,3917,728,0.08,0
53,0,43439,11111,36,661,12,0,0.3,22,1,3,5738,670,0.26,0
57,5,72405,27459,36,761,5,2,0.41,28,1,1,7099,2034,0.38,0
52,3,35770,19150,12,625,9,0,0.33,15,1,0,5431,812,0.54,0
43,7,50765,10539,60,546,10,3,0.47,47,0,1,10138,2009,0.21,1
34,6,89780,9334,36,803,10,2,0.4,18,1,0,3088,50683,0.1,0
49,4,42851,42999,36,692,12,3,0.6,34,0,0,1974,831,1.0,1
61,4,36482,5607,36,527,14,0,0.47,29,0,0,8215,2632,0.15,1
36,2,68017,12893,60,774,14,2,0.17,36,0,2,787,261,0.19,0
24,5,67361,5547,12,590,12,1,0.33,46,1,0,10330,3215,0.08,0
48,8,37258,29404,36,607,11,1,0.34,21,1,0,11697,832,0.79,1
23,1,18165,13302,48,731,10,2,0.42,50,0,0,1922,2494,0.73,1
29,4,36133,14867,60,758,3,3,0.51,20,1,0,27078,2422,0.41,0
36,9,68780,70356,24,569,5,0,0.39,94,1,0,3224,2107,1.02,1
29,7,33272,9357,12,767,10,2,0.44,41,1,0,2908,637,0.28,0
36,10,48753,38144,48,719,5,1,0.18,5,0,0,2243,1323,0.78,1
39,2,35286,10567,36,586,9,2,0.28,53,1,0,8414,2343,0.3,1
43,0,18655,11613,24,630,11,0,0.06,24,1,0,3072,1384,0.62,1
24,5,34970,65049,12,771,12,1,0.42,120,0,2,876,8464,1.86,1
53,6,68635,12128,60,525,10,2,0.48,38,0,2,7405,1891,0.18,1
25,10,14986,5856,24,760,11,0,0.15,2,1,1,3464,606,0.39,0
21,9,55608,15821,24,717,4,1,0.37,15,1,3,18089,2906,0.28,0
32,7,27091,12044,48,690,1,1,0.33,21,0,0,7118,122,0.44,0
62,8,66451,16651,12,660,10,3,0.6,54,0,0,6764,15641,0.25,0
62,4,70063,12330,48,807,5,1,0.22,39,1,2,16604,272,0.18,0
67,0,44982,50479,48,819,1,2,0.49,13,0,2,5955,4846,1.12,0
30,5,45033,18658,36,600,6,1,0.52,31,0,4,12564,4084,0.41,0
66,8,32755,7009,60,698,12,0,0.32,25,0,3,2253,521,0.21,0
42,7,25014,14396,24,799,10,1,0.39,4,0,0,35427,3345,0.58,0
35,8,114582,8268,12,587,10,1,0.51,8,1,4,6839,846,0.07,1
50,3,31807,11514,60,669,7,0,0.19,12,1,3,1162,1507,0.36,0
30,3,107355,7736,60,730,1,0,0.29,6,0,1,5798,3033,0.07,0
35,6,31896,47300,12,488,10,2,0.38,4,1,4,6148,1714,1.48,1
27,2,63741,8823,60,716,4,0,0.66,1,0,0,5708,601,0.14,0
23,2,27752,20181,36,562,9,2,0.29,61,0,2,311,2839,0.73,1
59,6,63684,11002,60,665,13,1,0.31,10,1,0,2546,1438,0.17,0
23,8,41656,6667,36,741,1,1,0.58,10,0,0,935,1600,0.16,0
44,4,41929,15041,24,458,9,0,0.45,6,0,1,951,1708,0.36,1
22,0,66503,16990,24,712,8,2,0.68,19,0,0,6001,411,0.26,1
51,2,38771,18679,48,813,5,2,0.51,21,1,2,2507,524,0.48,0
22,5,24002,2770,36,607,6,2,0.33,7,0,1,3176,945,0.12,0
46,5,71729,6368,24,696,7,1,0.31,28,0,1,1679,2839,0.09,0
48,5,27640,23730,60,756,4,1,0.23,38,1,0,25723,650,0.86,0
51,7,63465,7675,12,522,14,3,0.15,14,0,2,5155,6688,0.12,0
69,5,79737,15089,12,710,14,0,0.4,26,0,2,790,2257,0.19,0
38,6,40629,6280,36,731,6,0,0.44,20,0,2,10645,2699,0.15,0
40,4,88537,20722,48,701,7,3,0.46,6,0,2,3258,1255,0.23,1
24,9,62373,23359,60,656,11,3,0.33,39,0,1,20586,312,0.37,0
37,10,34615,20726,36,569,6,2,0.64,48,1,1,4867,3245,0.6,1
47,0,98786,24823,12,761,11,1,0.15,31,1,1,2132,816,0.25,0
61,3,27699,34143,36,652,13,0,0.13,11,0,4,2564,350,1.23,1
41,5,40605,6604,60,577,12,1,0.23,78,0,2,3032,721,0.16,0
40,3,44216,8323,24,624,6,0,0.35,18,0,1,8845,1656,0.19,0
25,12,66344,22891,60,679,2,0,0.19,9,0,1,1915,132,0.35,0
20,5,85623,26321,24,525,5,1,0.55,15,0,1,21860,1249,0.31,1
24,1,82983,8914,24,651,3,0,0.24,35,0,2,7648,5481,0.11,0
60,7,54823,8549,24,616,7,0,0.21,56,0,1,6433,1872,0.16,0
31,6,42610,9033,36,756,4,0,0.51,13,1,2,5365,6763,0.21,0
45,6,19673,5099,12,500,1,0,0.38,7,0,0,4797,1160,0.26,0
65,12,25410,6230,36,725,12,1,0.47,29,0,1,1071,6428,0.25,0
53,6,118578,6320,12,763,12,3,0.34,76,0,3,6981,413,0.05,0
68,3,19574,11198,60,503,6,0,0.39,6,0,0,49557,3497,0.57,0
33,0,33115,15717,48,512,6,0,0.13,48,1,4,11273,1605,0.47,0
45,4,86881,17328,60,792,7,0,0.33,19,0,0,8317,8025,0.2,0
64,10,54440,9846,36,577,11,1,0.19,48,0,0,779,1148,0.18,0
46,4,77965,9992,36,850,8,0,0.64,21,0,1,18094,568,0.13,0
28,0,64306,14388,12,505,3,2,0.54,14,0,2,12874,3156,0.22,1
45,3,102210,5444,36,663,14,0,0.25,35,1,2,19948,11069,0.05,0
66,8,56823,23757,24,648,6,0,0.32,69,1,0,1661,2344,0.42,0
41,7,68304,28889,36,633,10,5,0.33,11,0,0,3041,1726,0.42,1
66,1,34128,9178,12,687,2,1,0.67,18,1,1,826,475,0.27,1
49,2,65720,10518,12,691,13,2,0.41,7,0,0,746,5123,0.16,1
62,3,40212,28169,24,636,14,1,0.29,6,0,1,2459,1708,0.7,1
67,2,39083,12408,12,568,9,1,0.37,45,0,1,8615,3908,0.32,0
36,0,76677,19014,48,733,2,1,0.12,6,1,1,2981,2246,0.25,0
45,8,76942,12639,60,700,3,2,0.34,47,0,0,2201,17051,0.16,0
55,10,114030,33988,36,659,12,3,0.19,16,1,0,7385,979,0.3,0
20,0,110374,17926,48,697,13,1,0.07,120,0,1,100,1019,0.16,0
27,9,77548,18556,36,711,10,0,0.65,6,0,0,2563,5512,0.24,0
68,4,20739,18765,48,589,12,0,0.35,2,1,1,7375,5663,0.9,0
54,9,122252,9575,36,694,12,2,0.23,2,1,2,3028,5863,0.08,0
34,5,77573,10117,24,605,2,2,0.1,54,1,0,23366,1783,0.13,0
66,5,33425,21195,12,714,9,1,0.32,17,1,0,2222,2272,0.63,1
41,6,70576,14412,12,634,1,1,0.33,0,0,0,2414,410,0.2,0
33,1,29183,6590,24,698,5,3,0.46,62,0,2,1505,1514,0.23,1
45,9,66790,41104,48,615,1,0,0.21,62,0,0,1979,2451,0.62,1
47,0,25383,24024,60,703,5,0,0.27,49,0,4,6852,2453,0.95,1
42,3,32724,13664,48,571,8,1,0.21,8,1,1,12961,785,0.42,1
33,7,69910,11337,12,652,8,1,0.32,13,1,0,65244,539,0.16,0
43,2,83821,15051,60,728,11,1,0.05,40,1,0,9827,5702,0.18,0
21,8,57683,18224,36,687,8,0,0.23,20,0,1,1195,4798,0.32,0
64,10,42485,3944,60,665,2,2,0.44,5,1,1,21806,1400,0.09,0
45,9,17027,47448,48,794,8,0,0.17,8,1,1,8818,5629,2.79,1
33,0,44156,8317,24,731,12,1,0.5,107,0,0,5086,5081,0.19,1
26,5,64006,13344,36,718,5,1,0.48,4,0,1,17690,285,0.21,0
22,9,41840,13642,48,702,1,1,0.49,38,1,0,84250,1612,0.33,0
66,0,48470,44272,36,712,7,2,0.35,19,1,1,3917,7883,0.91,1
42,7,44675,12671,60,782,13,1,0.34,41,1,0,1808,314,0.28,0
65,7,41737,34651,12,616,6,2,0.4,32,0,2,24171,366,0.83,0
62,0,50916,17052,48,730,5,0,0.55,17,0,0,119082,3602,0.33,0
66,8,42772,7501,24,678,1,0,0.53,13,0,1,5848,7491,0.18,0
64,6,100875,14484,60,619,14,2,0.1,42,0,1,5100,1328,0.14,0
37,7,16265,12442,48,642,14,0,0.22,11,1,0,6042,1078,0.76,0
57,1,37312,6971,24,667,1,1,0.19,46,0,1,8426,278,0.19,0
54,5,31725,16558,48,581,6,1,0.46,34,1,0,906,1302,0.52,1
34,0,54696,13538,60,719,10,4,0.25,25,1,0,7094,358,0.25,0
44,0,50948,18654,48,641,12,1,0.32,13,0,3,6823,1224,0.37,0
56,5,110315,15003,36,656,7,0,0.61,6,0,0,6368,7645,0.14,0
47,9,130036,9039,60,758,10,0,0.52,37,0,1,6005,435,0.07,0
29,6,33304,21183,48,660,10,2,0.56,2,1,2,5516,1369,0.64,1
58,4,49033,9185,12,774,1,1,0.24,105,0,0,394,4661,0.19,0
36,4,54076,2080,48,608,9,0,0.0,115,0,3,2068,769,0.04,0
58,1,32895,14431,36,562,4,1,0.29,4,0,0,13725,2831,0.44,0
41,4,67116,9581,24,626,5,0,0.13,3,1,1,18188,4408,0.14,0
45,6,43488,16802,24,424,2,5,0.06,15,0,2,2958,1970,0.39,1
63,3,28743,44325,24,722,14,2,0.52,99,1,3,1559,2015,1.54,1
44,8,42625,45100,12,566,12,1,0.22,15,1,2,11618,540,1.06,1
36,5,29767,12099,36,600,10,0,0.23,13,0,1,6818,1165,0.41,0
32,6,82316,8136,60,707,13,1,0.3,36,0,1,4245,2161,0.1,0
39,8,126852,18973,24,659,8,0,0.6,5,0,0,13824,223,0.15,0
44,2,55404,10698,36,614,14,1,0.33,13,0,2,1194,152,0.19,1
23,7,51825,16899,48,487,2,1,0.49,10,0,0,19794,1527,0.33,1
29,3,52903,8986,12,754,3,2,0.3,27,0,1,810,2742,0.17,0
22,6,88531,15528,36,707,12,1,0.11,5,1,2,1825,1992,0.18,0
60,2,87583,8207,36,814,9,0,0.17,23,1,3,1409,303,0.09,0
64,1,46266,27188,60,602,2,0,0.35,58,0,1,2443,6086,0.59,0
37,5,55619,9376,36,533,14,2,0.37,21,0,2,7096,2026,0.17,0
66,0,67936,19863,60,729,6,0,0.43,34,1,0,11093,5259,0.29,0
55,3,27754,6255,12,634,12,0,0.43,2,0,0,4456,895,0.23,0
66,0,89886,21347,12,700,4,1,0.49,17,0,1,1060,2419,0.24,1
41,8,116706,7481,48,779,7,0,0.23,2,0,1,445,3204,0.06,0
53,9,87773,15626,60,681,14,1,0.62,27,1,2,13570,5458,0.18,0
66,1,26296,24684,60,663,14,1,0.64,9,0,2,11697,4973,0.94,1
27,6,18306,11849,24,668,6,3,0.27,10,1,0,17766,749,0.65,0
59,8,69867,7204,24,519,10,1,0.23,2,0,2,4192,1591,0.1,0
68,8,33520,17999,48,738,14,0,0.08,11,1,0,10957,1016,0.54,0
63,5,56588,8065,12,743,9,1,0.38,21,1,0,2281,2115,0.14,0
38,7,105616,10482,24,692,14,1,0.42,26,1,0,8749,371,0.1,0
61,2,35295,15666,36,528,9,0,0.26,2,0,2,2763,314,0.44,0
60,5,40587,30224,12,640,10,1,0.39,31,0,1,1849,24939,0.74,0
56,3,56295,13574,36,765,4,2,0.14,20,0,0,6492,15197,0.24,0
25,2,25622,13544,60,604,1,2,0.5,23,0,1,6098,6519,0.53,1
45,5,33559,20795,12,744,2,2,0.27,53,0,1,14675,3079,0.62,0
53,6,49633,13769,48,654,8,0,0.39,12,1,2,1052,4242,0.28,0
64,9,42182,19561,60,707,14,1,0.38,5,0,1,14951,4255,0.46,0
25,6,66449,25517,60,617,10,1,0.06,24,1,0,5743,11160,0.38,0
56,7,195436,10974,36,656,8,2,0.48,87,0,4,17704,1051,0.06,0
52,7,51511,1872,60,684,14,1,0.23,21,0,0,17486,785,0.04,0
41,15,32181,8178,24,563,2,0,0.38,53,0,2,265,1778,0.25,0
40,0,99620,27590,12,671,4,0,0.14,42,0,1,17298,3481,0.28,0
25,2,22149,13091,24,434,1,2,0.28,21,0,0,18245,1366,0.59,1
25,10,24478,10900,36,601,7,0,0.4,31,1,2,1085,984,0.45,0
67,3,36404,26905,36,693,4,2,0.19,15,0,0,754,8786,0.74,1
23,8,42555,12571,12,739,11,1,0.2,22,1,3,12452,719,0.3,0
49,5,35970,3806,60,687,14,1,0.37,21,1,0,5632,9095,0.11,0
30,13,48254,5414,48,538,8,1,0.32,37,0,1,2273,5216,0.11,1
49,0,56239,17174,36,732,9,3,0.4,15,1,2,27626,14811,0.31,0
50,9,83656,12834,12,558,12,0,0.29,3,0,0,7065,19958,0.15,0
43,11,51307,31977,48,699,9,5,0.45,46,0,1,402,2716,0.62,1
28,0,37013,8604,60,561,3,1,0.26,34,0,3,1449,17788,0.23,0
22,8,81415,11095,36,588,5,2,0.44,89,0,2,17168,3151,0.14,1
50,1,32569,7858,12,573,6,0,0.21,16,1,1,5130,2795,0.24,1
59,5,21670,9775,12,661,6,1,0.26,2,1,2,2072,2237,0.45,1
56,3,89588,4293,12,634,10,1,0.46,3,0,3,8458,1121,0.05,0
55,0,86762,10599,36,690,8,0,0.27,44,0,0,2370,4169,0.12,0
43,6,32986,12950,48,648,6,5,0.17,2,0,1,1100,6410,0.39,1
50,5,40152,12310,12,528,6,2,0.61,71,1,0,16648,388,0.31,1
25,10,30993,48520,60,672,4,2,0.34,9,0,3,19951,30206,1.57,0
21,7,57717,40138,12,509,7,0,0.42,68,0,2,8754,10796,0.7,1
39,14,116544,8513,48,579,14,1,0.01,44,1,2,779,952,0.07,0
47,5,69664,3919,36,620,14,2,0.55,61,0,3,45261,3356,0.06,0
30,4,82278,12587,12,615,8,2,0.75,7,1,0,43444,1724,0.15,0
23,4,73855,16745,12,518,3,0,0.54,27,0,0,22644,2607,0.23,0
34,3,49017,7972,60,759,7,4,0.56,2,1,0,7076,1556,0.16,1
25,0,84260,8212,60,781,3,0,0.29,6,0,1,5482,3214,0.1,0
68,4,71147,34528,12,830,8,0,0.39,11,0,2,8306,557,0.49,0
49,0,100682,11446,12,741,1,1,0.42,40,1,2,1248,20112,0.11,0
57,6,38957,19877,60,618,1,0,0.25,0,1,0,2555,606,0.51,1
21,0,20556,7645,48,616,14,1,0.33,70,1,1,2432,3319,0.37,1
34,1,82671,12911,24,612,6,2,0.2,2,0,2,10184,857,0.16,0
30,2,58389,10918,24,808,10,2,0.29,14,1,0,6610,1522,0.19,0
27,4,42276,8908,12,640,9,1,0.48,2,0,0,1556,3003,0.21,1
45,5,43474,26720,60,751,12,0,0.09,43,0,1,726,2013,0.61,0
64,9,175842,5806,36,745,14,1,0.49,4,0,1,7530,2084,0.03,0
63,2,35557,15995,36,665,4,1,0.11,64,1,3,1372,1206,0.45,0
24,6,31995,10795,24,533,6,3,0.36,22,1,1,1089,844,0.34,1
25,15,51156,17135,48,642,12,1,0.37,88,0,2,60825,3749,0.33,0
45,6,88454,10884,24,661,5,0,0.44,10,0,1,78560,706,0.12,0
23,4,153154,22478,12,752,12,2,0.32,18,0,0,2867,884,0.15,0
38,1,68096,7602,48,651,1,2,0.19,35,0,0,551,896,0.11,0
39,4,25972,26756,36,553,6,3,0.38,53,0,0,21015,1255,1.03,1
52,1,131325,13130,60,729,9,1,0.68,16,1,0,7356,379,0.1,0
39,6,48545,6020,60,631,12,1,0.35,66,1,0,12382,385,0.12,0
68,5,32245,20093,12,446,3,0,0.22,3,1,1,2294,3285,0.62,1
31,0,28575,11857,24,675,11,0,0.28,37,0,2,1413,3327,0.41,0
66,4,74470,4794,12,690,3,1,0.37,12,0,1,3687,2544,0.06,0
